Days since 2019 January 1,Cents per litre (CAN$?)
-319.000000,124.000000
-316.000000,124.000000
-315.000000,118.500000
-314.000000,128.300000
-313.000000,129.900000
-312.000000,128.000000
-309.000000,123.700000
-308.000000,130.300000
-307.000000,132.000000
-306.000000,128.700000
-305.000000,126.800000
-302.000000,120.500000
-301.000000,130.800000
-300.000000,130.200000
-299.000000,127.900000
-298.000000,125.200000
-295.000000,120.600000
-294.000000,130.400000
-293.000000,132.000000
-292.000000,129.200000
-291.000000,127.200000
-288.000000,123.900000
-287.000000,134.900000
-286.000000,135.500000
-285.000000,134.300000
-284.000000,132.100000
-281.000000,127.400000
-280.000000,138.700000
-279.000000,138.200000
-278.000000,135.400000
-277.000000,135.400000
-274.000000,129.800000
-273.000000,138.200000
-272.000000,138.600000
-271.000000,136.500000
-270.000000,133.600000
-267.000000,128.000000
-266.000000,136.600000
-265.000000,137.600000
-264.000000,135.700000
-263.000000,141.100000
-260.000000,138.800000
-259.000000,136.100000
-258.000000,133.800000
-257.000000,141.200000
-256.000000,140.800000
-253.000000,136.200000
-252.000000,144.900000
-251.000000,145.100000
-250.000000,141.900000
-249.000000,139.400000
-246.000000,134.900000
-245.000000,143.200000
-244.000000,146.100000
-243.000000,143.400000
-242.000000,140.700000
-239.000000,135.900000
-238.000000,141.800000
-237.000000,144.600000
-236.000000,141.700000
-235.000000,139.400000
-232.000000,135.800000
-231.000000,146.800000
-230.000000,146.500000
-229.000000,144.000000
-228.000000,141.000000
-225.000000,141.000000
-224.000000,136.600000
-223.000000,147.900000
-222.000000,149.500000
-221.000000,146.900000
-218.000000,140.700000
-217.000000,138.600000
-216.000000,142.900000
-215.000000,146.600000
-214.000000,144.100000
-211.000000,138.600000
-210.000000,136.200000
-209.000000,141.200000
-208.000000,144.400000
-207.000000,141.900000
-204.000000,137.000000
-203.000000,144.900000
-202.000000,144.500000
-201.000000,142.500000
-200.000000,139.300000
-197.000000,134.200000
-196.000000,132.100000
-195.000000,140.300000
-194.000000,141.600000
-193.000000,138.700000
-190.000000,134.800000
-189.000000,133.100000
-188.000000,141.100000
-187.000000,143.400000
-186.000000,141.200000
-183.000000,141.200000
-182.000000,134.800000
-181.000000,142.300000
-180.000000,145.300000
-179.000000,143.700000
-176.000000,138.000000
-175.000000,136.300000
-174.000000,140.900000
-173.000000,145.400000
-172.000000,142.400000
-169.000000,135.900000
-168.000000,142.600000
-167.000000,140.300000
-166.000000,137.400000
-165.000000,135.400000
-162.000000,131.200000
-161.000000,129.200000
-160.000000,128.300000
-159.000000,127.900000
-158.000000,134.900000
-155.000000,141.100000
-154.000000,138.900000
-153.000000,137.400000
-152.000000,134.900000
-151.000000,133.200000
-148.000000,133.200000
-147.000000,128.900000
-146.000000,141.700000
-145.000000,143.600000
-144.000000,140.800000
-141.000000,136.000000
-140.000000,134.200000
-139.000000,139.700000
-138.000000,142.600000
-137.000000,139.700000
-134.000000,134.900000
-133.000000,132.400000
-132.000000,131.200000
-131.000000,140.800000
-130.000000,143.600000
-127.000000,137.200000
-126.000000,142.600000
-125.000000,145.100000
-124.000000,143.500000
-123.000000,140.700000
-120.000000,140.700000
-119.000000,135.000000
-118.000000,142.500000
-117.000000,146.800000
-116.000000,144.900000
-113.000000,139.900000
-112.000000,144.900000
-111.000000,147.700000
-110.000000,144.700000
-109.000000,142.400000
-106.000000,134.900000
-105.000000,133.700000
-104.000000,132.000000
-103.000000,140.000000
-102.000000,140.600000
-99.000000,134.300000
-98.000000,132.500000
-97.000000,141.800000
-96.000000,142.500000
-95.000000,140.000000
-92.000000,135.300000
-91.000000,140.900000
-90.000000,143.400000
-89.000000,141.600000
-88.000000,138.800000
-85.000000,138.800000
-84.000000,132.200000
-83.000000,144.500000
-82.000000,143.100000
-81.000000,140.400000
-78.000000,134.400000
-77.000000,132.300000
-76.000000,130.300000
-75.000000,128.500000
-74.000000,127.300000
-71.000000,125.100000
-70.000000,124.900000
-69.000000,124.300000
-68.000000,123.100000
-67.000000,122.400000
-64.000000,121.600000
-63.000000,124.100000
-62.000000,123.400000
-61.000000,122.800000
-60.000000,120.800000
-57.000000,120.000000
-56.000000,123.200000
-55.000000,122.100000
-54.000000,119.900000
-53.000000,119.500000
-50.000000,119.200000
-49.000000,120.300000
-48.000000,117.800000
-47.000000,116.700000
-46.000000,116.700000
-43.000000,116.600000
-42.000000,116.400000
-41.000000,114.900000
-40.000000,113.800000
-39.000000,114.300000
-36.000000,112.500000
-35.000000,112.300000
-34.000000,112.300000
-33.000000,111.900000
-32.000000,111.500000
-29.000000,111.800000
-28.000000,110.600000
-27.000000,111.400000
-26.000000,109.300000
-25.000000,112.100000
-22.000000,114.100000
-21.000000,117.200000
-20.000000,114.500000
-19.000000,113.900000
-18.000000,113.100000
-15.000000,112.700000
-14.000000,114.000000
-13.000000,113.400000
-12.000000,111.500000
-11.000000,112.600000
-8.000000,111.600000
-7.000000,111.600000
-6.000000,111.600000
-5.000000,111.200000
-4.000000,111.200000
-1.000000,110.800000
0.000000,110.800000
1.000000,110.800000
2.000000,111.100000
3.000000,110.700000
6.000000,111.500000
7.000000,112.000000
8.000000,110.900000
9.000000,111.600000
10.000000,111.800000
13.000000,113.000000
14.000000,112.700000
15.000000,111.300000
16.000000,113.300000
17.000000,113.000000
20.000000,115.100000
21.000000,115.000000
22.000000,114.900000
23.000000,113.300000
24.000000,112.100000
27.000000,111.400000
28.000000,111.800000
29.000000,109.900000
30.000000,109.800000
31.000000,110.400000
34.000000,110.000000
35.000000,110.600000
36.000000,109.600000
37.000000,109.600000
38.000000,109.800000
41.000000,109.500000
42.000000,110.200000
43.000000,109.600000
44.000000,109.500000
45.000000,111.100000
48.000000,111.100000
49.000000,118.500000
50.000000,119.300000
51.000000,118.400000
52.000000,119.200000
55.000000,119.000000
56.000000,119.500000
57.000000,117.700000
58.000000,118.900000
59.000000,119.200000
62.000000,120.400000
63.000000,120.700000
64.000000,121.700000
65.000000,123.300000
66.000000,123.800000
69.000000,122.600000
70.000000,125.500000
71.000000,125.800000
72.000000,124.700000
73.000000,128.100000
76.000000,129.000000
77.000000,128.500000
78.000000,128.700000
79.000000,128.500000
80.000000,129.900000
83.000000,130.800000
84.000000,130.500000
85.000000,130.400000
86.000000,131.500000
87.000000,129.200000
90.000000,129.300000
91.000000,129.400000
92.000000,130.500000
93.000000,129.800000
94.000000,131.700000
97.000000,132.500000
98.000000,132.800000
99.000000,132.600000
100.000000,132.900000
101.000000,135.300000
104.000000,135.500000
105.000000,135.300000
106.000000,138.100000
107.000000,138.700000
108.000000,138.700000
111.000000,140.000000
112.000000,140.000000
113.000000,142.100000
114.000000,142.600000
115.000000,141.900000
118.000000,141.900000
119.000000,142.300000
120.000000,140.900000
121.000000,142.200000
122.000000,141.900000
125.000000,139.400000
126.000000,139.200000
127.000000,138.400000
128.000000,136.500000
129.000000,137.100000
132.000000,137.100000
133.000000,137.100000
134.000000,136.900000
135.000000,136.700000
136.000000,137.900000
139.000000,137.900000
140.000000,139.800000
141.000000,139.700000
142.000000,138.600000
143.000000,137.100000
146.000000,134.900000
147.000000,135.400000
148.000000,135.200000
149.000000,136.200000
150.000000,135.900000
153.000000,130.200000
154.000000,129.800000
155.000000,129.100000
156.000000,128.500000
157.000000,127.600000
160.000000,127.700000
161.000000,126.700000
162.000000,126.700000
163.000000,127.700000
164.000000,125.600000
167.000000,127.100000
168.000000,126.900000
169.000000,126.100000
170.000000,126.600000
171.000000,127.000000
174.000000,130.000000
175.000000,129.700000
176.000000,130.900000
177.000000,131.900000
178.000000,134.900000
182.000000,133.100000
183.000000,132.700000
184.000000,132.400000
185.000000,133.900000
188.000000,134.800000
189.000000,134.800000
190.000000,133.900000
191.000000,135.300000
192.000000,137.300000
195.000000,136.300000
196.000000,135.700000
197.000000,134.600000
198.000000,133.800000
199.000000,132.500000
202.000000,130.700000
203.000000,130.800000
204.000000,130.800000
205.000000,132.300000
206.000000,131.900000
209.000000,132.100000
210.000000,132.200000
211.000000,131.600000
212.000000,132.200000
213.000000,133.100000
216.000000,133.100000
217.000000,129.600000
218.000000,129.400000
219.000000,126.100000
220.000000,123.300000
223.000000,123.900000
224.000000,124.400000
225.000000,123.400000
226.000000,125.800000
227.000000,125.300000
230.000000,123.300000
231.000000,122.900000
232.000000,123.000000
233.000000,124.000000
234.000000,124.600000
237.000000,122.700000
238.000000,123.100000
239.000000,121.800000
240.000000,122.500000
241.000000,124.000000
244.000000,124.000000
245.000000,121.800000
246.000000,121.800000
247.000000,120.800000
248.000000,121.900000
251.000000,123.100000
252.000000,124.300000
253.000000,123.800000
254.000000,124.200000
255.000000,123.800000
